YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2010,2014,NE,Nebraska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.3,Race/Ethnicity,"White, non-Hispanic"
2013,2017,NE,Nebraska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,2.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,NE,Nebraska,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.2,Gender,Female
2009,2013,NE,Nebraska,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,54.2,Race/Ethnicity,American Indian or Alaska Native
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.0,Gender,Female
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.5,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,48.4,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.5,Race/Ethnicity,Asian or Pacific Islander
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.9,Overall,Overall
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,51.2,Gender,Male
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.3,Gender,Female
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.5,Gender,Female
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,44.2,Gender,Female
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.8,Overall,Overall
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.1,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.5,Gender,Male
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,45.9,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,26.5,Race/Ethnicity,American Indian or Alaska Native
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.3,Race/Ethnicity,Hispanic
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.7,Race/Ethnicity,American Indian or Alaska Native
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,55.9,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.4,Race/Ethnicity,"White, non-Hispanic"
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,53.0,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.5,Race/Ethnicity,Asian or Pacific Islander
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.4,Race/Ethnicity,Hispanic
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.2,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.4,Race/Ethnicity,"White, non-Hispanic"
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,American Indian or Alaska Native
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,4.0,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,67.8,Gender,Male
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,25.6,Race/Ethnicity,Asian or Pacific Islander
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.9,Race/Ethnicity,American Indian or Alaska Native
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.2,Race/Ethnicity,"White, non-Hispanic"
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.7,Overall,Overall
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.5,Race/Ethnicity,"White, non-Hispanic"
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.3,Gender,Male
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.5,Overall,Overall
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,28.8,Race/Ethnicity,American Indian or Alaska Native
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,25.6,Race/Ethnicity,Asian or Pacific Islander
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.8,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.1,Race/Ethnicity,Asian or Pacific Islander
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.8,Overall,Overall
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,52.8,Gender,Male
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.0,Gender,Male
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.9,Gender,Female
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.4,Race/Ethnicity,Asian or Pacific Islander
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.2,Overall,Overall
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.3,Overall,Overall
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.2,Race/Ethnicity,Asian or Pacific Islander
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.1,Race/Ethnicity,Asian or Pacific Islander
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.9,Race/Ethnicity,"White, non-Hispanic"
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,27.6,Race/Ethnicity,Hispanic
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,27.0,Race/Ethnicity,Hispanic
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,51.8,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.4,Overall,Overall
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.2,Race/Ethnicity,Asian or Pacific Islander
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,2.6,Race/Ethnicity,Asian or Pacific Islander
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.9,Overall,Overall
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.9,Race/Ethnicity,Hispanic
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.8,Gender,Female
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.5,Race/Ethnicity,Hispanic
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.5,Race/Ethnicity,Hispanic
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.7,Race/Ethnicity,Hispanic
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,25.6,Race/Ethnicity,Hispanic
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.4,Race/Ethnicity,American Indian or Alaska Native
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,4.0,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.6,Gender,Female
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.8,Race/Ethnicity,"White, non-Hispanic"
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.4,Overall,Overall
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.8,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.6,Gender,Female
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.1,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,2.8,Race/Ethnicity,Asian or Pacific Islander
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.0,Race/Ethnicity,Asian or Pacific Islander
2012,2016,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.3,Race/Ethnicity,Asian or Pacific Islander
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.5,Race/Ethnicity,Hispanic
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.9,Overall,Overall
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.1,Gender,Male
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.6,Gender,Female
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.0,Gender,Female
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,54.3,Gender,Male
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.9,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,54.3,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,70.1,Gender,Male
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,4.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.4,Gender,Female
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.4,Gender,Male
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,4.0,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.9,Gender,Male
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.9,Gender,Male
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.0,Race/Ethnicity,American Indian or Alaska Native
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.1,Race/Ethnicity,"White, non-Hispanic"
2011,2015,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.6,Gender,Female
2010,2014,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,32.0,Race/Ethnicity,Hispanic
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,4.3,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.1,Race/Ethnicity,Asian or Pacific Islander
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,34.4,Race/Ethnicity,Hispanic
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,3.9,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.9,Gender,Female
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2015,2019,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.9,Overall,Overall
2008,2012,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,4.4,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.6,Gender,Male
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.7,Race/Ethnicity,Hispanic
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.7,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,26.2,Race/Ethnicity,Asian or Pacific Islander
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.8,Gender,Male
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.4,Overall,Overall
2014,2018,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.0,Overall,Overall
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.4,Race/Ethnicity,Hispanic
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.6,Race/Ethnicity,Asian or Pacific Islander
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.8,Race/Ethnicity,Hispanic
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.3,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.9,Gender,Female
2008,2012,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,56.0,Gender,Male
2015,2019,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.8,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.1,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.7,Gender,Male
2009,2013,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.9,Overall,Overall
2014,2018,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.4,Gender,Female
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.6,Overall,Overall
2011,2015,NV,Nevada,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.1,Race/Ethnicity,Hispanic
2013,2017,NV,Nevada,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.8,Gender,Female
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.4,Overall,Overall
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,Asian or Pacific Islander
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.0,Gender,Female
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.7,Gender,Female
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.1,Overall,Overall
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.3,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.9,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.7,Overall,Overall
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,37.8,Race/Ethnicity,Hispanic
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.1,Overall,Overall
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.9,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.8,Gender,Female
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.3,Race/Ethnicity,"White, non-Hispanic"
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.6,Race/Ethnicity,Asian or Pacific Islander
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.3,Race/Ethnicity,Asian or Pacific Islander
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,55.7,Gender,Male
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.5,Overall,Overall
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,57.7,Gender,Male
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.2,Gender,Male
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.9,Overall,Overall
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.6,Gender,Female
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.6,Race/Ethnicity,Asian or Pacific Islander
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,52.5,Gender,Male
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.4,Gender,Male
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.3,Race/Ethnicity,Asian or Pacific Islander
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.0,Race/Ethnicity,"White, non-Hispanic"
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.1,Gender,Male
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,44.2,Overall,Overall
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,Asian or Pacific Islander
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.6,Race/Ethnicity,Hispanic
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.3,Gender,Male
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.0,Race/Ethnicity,Asian or Pacific Islander
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.4,Gender,Female
2012,2016,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,44.4,Race/Ethnicity,Hispanic
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.9,Race/Ethnicity,"White, non-Hispanic"
2011,2015,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,71.3,Gender,Male
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2010,2014,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.3,Race/Ethnicity,Asian or Pacific Islander
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.4,Race/Ethnicity,Asian or Pacific Islander
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.7,Race/Ethnicity,Hispanic
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.3,Gender,Female
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,Asian or Pacific Islander
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,48.4,Gender,Male
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.0,Race/Ethnicity,"White, non-Hispanic"
2014,2018,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.9,Overall,Overall
2010,2014,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,53.7,Gender,Male
2013,2017,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.4,Race/Ethnicity,"White, non-Hispanic"
2009,2013,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2014,2018,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.0,Gender,Male
2015,2019,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.4,Gender,Male
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.1,Gender,Female
2011,2015,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.5,Overall,Overall
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2015,2019,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.2,Overall,Overall
2008,2012,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,48.6,Overall,Overall
2009,2013,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.0,Gender,Female
2013,2017,NH,New Hampshire,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.3,Race/Ethnicity,"White, non-Hispanic"
2008,2012,NH,New Hampshire,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.3,Race/Ethnicity,"Black, non-Hispanic"
