YearStart,YearEnd,LocationAbbr,LocationDesc,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2017,2017,NJ,New Jersey,%,Age-adjusted Prevalence,20.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,NJ,New Jersey,%,Crude Prevalence,17.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NJ,New Jersey,%,Crude Prevalence,16.7,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NJ,New Jersey,%,Crude Prevalence,14.4,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NJ,New Jersey,%,Age-adjusted Prevalence,18.6,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NJ,New Jersey,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,NJ,New Jersey,%,Crude Prevalence,15.9,Race/Ethnicity,Hispanic
2014,2014,NJ,New Jersey,%,Crude Prevalence,18.0,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,NJ,New Jersey,%,Crude Prevalence,13.7,Overall,Overall
2013,2013,NJ,New Jersey,%,Age-adjusted Prevalence,17.2,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,NM,New Mexico,%,Crude Prevalence,14.0,Gender,Male
2015,2015,NJ,New Jersey,%,Crude Prevalence,13.5,Overall,Overall
2012,2012,NJ,New Jersey,%,Age-adjusted Prevalence,30.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NJ,New Jersey,%,Crude Prevalence,11.1,Race/Ethnicity,Hispanic
2021,2021,NM,New Mexico,%,Age-adjusted Prevalence,14.2,Overall,Overall
2011,2011,NJ,New Jersey,%,Age-adjusted Prevalence,17.0,Overall,Overall
2018,2018,NJ,New Jersey,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,NJ,New Jersey,%,Crude Prevalence,14.4,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,NJ,New Jersey,%,Age-adjusted Prevalence,10.0,Race/Ethnicity,Hispanic
2014,2014,NJ,New Jersey,%,Age-adjusted Prevalence,18.2,Gender,Male
2021,2021,NM,New Mexico,%,Age-adjusted Prevalence,27.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NJ,New Jersey,%,Age-adjusted Prevalence,15.0,Gender,Male
2014,2014,NJ,New Jersey,%,Crude Prevalence,9.6,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,NJ,New Jersey,%,Crude Prevalence,13.7,Race/Ethnicity,Hispanic
2021,2021,NM,New Mexico,%,Crude Prevalence,13.5,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NJ,New Jersey,%,Age-adjusted Prevalence,15.2,Gender,Male
2017,2017,NJ,New Jersey,%,Crude Prevalence,13.8,Race/Ethnicity,Hispanic
2019,2019,NJ,New Jersey,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,NJ,New Jersey,%,Age-adjusted Prevalence,11.8,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NM,New Mexico,%,Crude Prevalence,13.3,Overall,Overall
2020,2020,NM,New Mexico,%,Age-adjusted Prevalence,19.7,Gender,Male
2014,2014,NM,New Mexico,%,Crude Prevalence,19.2,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,21.5,Race/Ethnicity,"White, non-Hispanic"
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,22.8,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,33.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NM,New Mexico,%,Crude Prevalence,15.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NM,New Mexico,%,Crude Prevalence,14.7,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NM,New Mexico,%,Crude Prevalence,15.8,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,18.4,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NV,Nevada,%,Crude Prevalence,10.5,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,22.3,Gender,Male
2020,2020,NM,New Mexico,%,Crude Prevalence,10.1,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NM,New Mexico,%,Crude Prevalence,16.8,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NM,New Mexico,%,Age-adjusted Prevalence,22.5,Gender,Male
2015,2015,NM,New Mexico,%,Crude Prevalence,19.1,Gender,Male
2019,2019,NM,New Mexico,%,Crude Prevalence,18.3,Gender,Male
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,14.2,Gender,Female
2016,2016,NM,New Mexico,%,Age-adjusted Prevalence,19.6,Gender,Male
2011,2011,NM,New Mexico,%,Crude Prevalence,24.9,Gender,Male
2019,2019,NM,New Mexico,%,Crude Prevalence,13.8,Gender,Female
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,24.8,Gender,Male
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,13.0,Gender,Female
2018,2018,NM,New Mexico,%,Age-adjusted Prevalence,19.8,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,NV,Nevada,%,Crude Prevalence,12.3,Race/Ethnicity,Hispanic
2021,2021,NV,Nevada,%,Crude Prevalence,15.5,Overall,Overall
2012,2012,NM,New Mexico,%,Age-adjusted Prevalence,30.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,NM,New Mexico,%,Age-adjusted Prevalence,15.8,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,NM,New Mexico,%,Crude Prevalence,18.1,Race/Ethnicity,Hispanic
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,19.5,Race/Ethnicity,Hispanic
2012,2012,NM,New Mexico,%,Crude Prevalence,16.7,Gender,Female
2011,2011,NM,New Mexico,%,Crude Prevalence,32.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NM,New Mexico,%,Age-adjusted Prevalence,17.2,Race/Ethnicity,Hispanic
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,22.4,Race/Ethnicity,Hispanic
2019,2019,NM,New Mexico,%,Crude Prevalence,17.0,Race/Ethnicity,Hispanic
2013,2013,NM,New Mexico,%,Crude Prevalence,20.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,NM,New Mexico,%,Crude Prevalence,23.0,Race/Ethnicity,Hispanic
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,19.2,Gender,Male
2017,2017,NM,New Mexico,%,Crude Prevalence,17.3,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NM,New Mexico,%,Crude Prevalence,14.4,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,NM,New Mexico,%,Age-adjusted Prevalence,21.1,Gender,Male
2014,2014,NM,New Mexico,%,Crude Prevalence,22.0,Gender,Male
2021,2021,NV,Nevada,%,Crude Prevalence,13.2,Gender,Female
2013,2013,NM,New Mexico,%,Crude Prevalence,19.1,Overall,Overall
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,16.6,Gender,Female
2018,2018,NM,New Mexico,%,Crude Prevalence,13.2,Gender,Female
2013,2013,NM,New Mexico,%,Crude Prevalence,16.2,Gender,Female
2020,2020,NM,New Mexico,%,Crude Prevalence,13.4,Gender,Female
2016,2016,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,15.3,Overall,Overall
2017,2017,NM,New Mexico,%,Age-adjusted Prevalence,15.0,Gender,Female
2012,2012,NM,New Mexico,%,Age-adjusted Prevalence,21.6,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,21.7,Race/Ethnicity,"White, non-Hispanic"
2011,2011,NM,New Mexico,%,Crude Prevalence,21.5,Overall,Overall
2017,2017,NM,New Mexico,%,Crude Prevalence,14.5,Gender,Female
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,16.3,Gender,Female
2019,2019,NM,New Mexico,%,Crude Prevalence,16.0,Overall,Overall
2015,2015,NM,New Mexico,%,Crude Prevalence,17.5,Overall,Overall
2016,2016,NM,New Mexico,%,Crude Prevalence,19.4,Gender,Male
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,10.6,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,20.1,Gender,Female
2017,2017,NM,New Mexico,%,Crude Prevalence,17.5,Overall,Overall
2017,2017,NM,New Mexico,%,Age-adjusted Prevalence,19.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NM,New Mexico,%,Age-adjusted Prevalence,13.5,Gender,Female
2020,2020,NM,New Mexico,%,Age-adjusted Prevalence,17.3,Race/Ethnicity,Hispanic
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,20.3,Gender,Male
2012,2012,NM,New Mexico,%,Crude Prevalence,24.1,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,26.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,18.6,Gender,Female
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,21.2,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NM,New Mexico,%,Age-adjusted Prevalence,16.2,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NM,New Mexico,%,Crude Prevalence,40.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,NM,New Mexico,%,Crude Prevalence,18.2,Race/Ethnicity,Hispanic
2016,2016,NM,New Mexico,%,Age-adjusted Prevalence,21.8,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,NM,New Mexico,%,Crude Prevalence,16.5,Gender,Female
2016,2016,NM,New Mexico,%,Age-adjusted Prevalence,30.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NM,New Mexico,%,Crude Prevalence,16.6,Overall,Overall
2019,2019,NM,New Mexico,%,Crude Prevalence,27.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,28.2,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NM,New Mexico,%,Age-adjusted Prevalence,24.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,NM,New Mexico,%,Age-adjusted Prevalence,14.1,Gender,Female
2012,2012,NM,New Mexico,%,Age-adjusted Prevalence,25.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,17.8,Race/Ethnicity,Hispanic
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,16.6,Overall,Overall
2014,2014,NM,New Mexico,%,Crude Prevalence,19.1,Overall,Overall
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,19.6,Race/Ethnicity,Hispanic
2012,2012,NM,New Mexico,%,Crude Prevalence,19.3,Overall,Overall
2017,2017,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NM,New Mexico,%,Age-adjusted Prevalence,12.6,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,NM,New Mexico,%,Crude Prevalence,15.2,Overall,Overall
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,19.3,Overall,Overall
2017,2017,NM,New Mexico,%,Age-adjusted Prevalence,18.1,Overall,Overall
2011,2011,NM,New Mexico,%,Crude Prevalence,32.7,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,17.9,Overall,Overall
2021,2021,NV,Nevada,%,Crude Prevalence,30.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,10.5,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,21.7,Overall,Overall
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,14.5,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,NM,New Mexico,%,Crude Prevalence,17.4,Race/Ethnicity,Hispanic
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,11.9,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,NM,New Mexico,%,Age-adjusted Prevalence,10.0,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,NV,Nevada,%,Crude Prevalence,14.1,Gender,Female
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,10.7,Race/Ethnicity,Hispanic
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,15.9,Overall,Overall
2019,2019,NV,Nevada,%,Crude Prevalence,15.7,Overall,Overall
2012,2012,NV,Nevada,%,Crude Prevalence,22.7,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,NV,Nevada,%,Crude Prevalence,24.6,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,17.2,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NY,New York,%,Crude Prevalence,14.2,Gender,Male
2018,2018,NV,Nevada,%,Crude Prevalence,17.3,Gender,Male
2016,2016,NV,Nevada,%,Crude Prevalence,17.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,13.5,Race/Ethnicity,Hispanic
2013,2013,NV,Nevada,%,Crude Prevalence,27.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,20.1,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,NV,Nevada,%,Crude Prevalence,14.2,Race/Ethnicity,Hispanic
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,17.8,Overall,Overall
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,30.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NV,Nevada,%,Crude Prevalence,10.7,Race/Ethnicity,Hispanic
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,13.6,Race/Ethnicity,Hispanic
2011,2011,NV,Nevada,%,Crude Prevalence,30.0,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NV,Nevada,%,Crude Prevalence,17.0,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,22.7,Overall,Overall
2021,2021,NY,New York,%,Age-adjusted Prevalence,9.1,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,14.6,Race/Ethnicity,Hispanic
2013,2013,NV,Nevada,%,Crude Prevalence,15.4,Race/Ethnicity,Hispanic
2021,2021,NY,New York,%,Age-adjusted Prevalence,14.6,Gender,Male
2013,2013,NV,Nevada,%,Crude Prevalence,22.4,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NM,New Mexico,%,Age-adjusted Prevalence,17.3,Gender,Female
2012,2012,NM,New Mexico,%,Crude Prevalence,19.6,Race/Ethnicity,"White, non-Hispanic"
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,17.4,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,16.9,Gender,Female
2020,2020,NM,New Mexico,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,NM,New Mexico,%,Crude Prevalence,22.0,Gender,Male
2012,2012,NM,New Mexico,%,Crude Prevalence,25.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,24.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,30.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,16.9,Race/Ethnicity,Hispanic
2018,2018,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,NM,New Mexico,%,Age-adjusted Prevalence,18.1,Race/Ethnicity,Hispanic
2016,2016,NM,New Mexico,%,Crude Prevalence,14.0,Gender,Female
2011,2011,NM,New Mexico,%,Crude Prevalence,18.2,Gender,Female
2014,2014,NM,New Mexico,%,Crude Prevalence,31.4,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NM,New Mexico,%,Crude Prevalence,23.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NM,New Mexico,%,Crude Prevalence,17.3,Gender,Male
2016,2016,NM,New Mexico,%,Age-adjusted Prevalence,17.4,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NM,New Mexico,%,Crude Prevalence,29.2,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NM,New Mexico,%,Crude Prevalence,16.0,Gender,Female
2020,2020,NM,New Mexico,%,Crude Prevalence,17.1,Race/Ethnicity,Hispanic
2017,2017,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,17.6,Gender,Male
2018,2018,NM,New Mexico,%,Age-adjusted Prevalence,15.7,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,NM,New Mexico,%,Age-adjusted Prevalence,15.8,Race/Ethnicity,Hispanic
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,43.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,NM,New Mexico,%,Crude Prevalence,23.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,NM,New Mexico,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,NM,New Mexico,%,Crude Prevalence,35.1,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NM,New Mexico,%,Crude Prevalence,15.6,Race/Ethnicity,Hispanic
2017,2017,NM,New Mexico,%,Age-adjusted Prevalence,22.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,NM,New Mexico,%,Crude Prevalence,19.9,Race/Ethnicity,Hispanic
2015,2015,NM,New Mexico,%,Crude Prevalence,16.6,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NM,New Mexico,%,Crude Prevalence,18.9,Gender,Male
2014,2014,NM,New Mexico,%,Age-adjusted Prevalence,19.6,Overall,Overall
2019,2019,NM,New Mexico,%,Crude Prevalence,15.3,Race/Ethnicity,"White, non-Hispanic"
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,18.6,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,NV,Nevada,%,Crude Prevalence,15.7,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NM,New Mexico,%,Crude Prevalence,20.0,Race/Ethnicity,Hispanic
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,22.2,Gender,Male
2013,2013,NM,New Mexico,%,Crude Prevalence,12.9,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NM,New Mexico,%,Crude Prevalence,19.2,Race/Ethnicity,Hispanic
2016,2016,NM,New Mexico,%,Age-adjusted Prevalence,17.0,Overall,Overall
2020,2020,NM,New Mexico,%,Crude Prevalence,15.5,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NM,New Mexico,%,Age-adjusted Prevalence,16.9,Overall,Overall
2011,2011,NM,New Mexico,%,Crude Prevalence,15.1,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,20.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,16.6,Overall,Overall
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,19.2,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,15.6,Race/Ethnicity,Hispanic
2017,2017,NV,Nevada,%,Crude Prevalence,17.6,Overall,Overall
2011,2011,NV,Nevada,%,Crude Prevalence,22.9,Overall,Overall
2021,2021,NY,New York,%,Crude Prevalence,9.0,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,21.0,Race/Ethnicity,"White, non-Hispanic"
2020,2020,NV,Nevada,%,Crude Prevalence,11.9,Gender,Female
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,34.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,NV,Nevada,%,Crude Prevalence,16.4,Gender,Female
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,19.1,Overall,Overall
2012,2012,NV,Nevada,%,Crude Prevalence,11.9,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,17.4,Overall,Overall
2018,2018,NV,Nevada,%,Crude Prevalence,21.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NV,Nevada,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,20.5,Gender,Male
2017,2017,NV,Nevada,%,Crude Prevalence,22.6,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NV,Nevada,%,Crude Prevalence,17.5,Race/Ethnicity,"White, non-Hispanic"
2013,2013,NV,Nevada,%,Age-adjusted Prevalence,22.1,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,32.2,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,18.9,Gender,Male
2020,2020,NM,New Mexico,%,Age-adjusted Prevalence,26.0,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NM,New Mexico,%,Crude Prevalence,13.5,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,NM,New Mexico,%,Age-adjusted Prevalence,21.3,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,NM,New Mexico,%,Age-adjusted Prevalence,15.6,Overall,Overall
2011,2011,NM,New Mexico,%,Age-adjusted Prevalence,30.0,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,16.0,Race/Ethnicity,"White, non-Hispanic"
2021,2021,NV,Nevada,%,Crude Prevalence,17.8,Gender,Male
2013,2013,NM,New Mexico,%,Crude Prevalence,19.6,Race/Ethnicity,"White, non-Hispanic"
2019,2019,NM,New Mexico,%,Age-adjusted Prevalence,12.9,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,NM,New Mexico,%,Crude Prevalence,20.8,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NM,New Mexico,%,Age-adjusted Prevalence,19.9,Overall,Overall
2015,2015,NM,New Mexico,%,Age-adjusted Prevalence,14.5,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,NM,New Mexico,%,Age-adjusted Prevalence,14.2,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,NV,Nevada,%,Age-adjusted Prevalence,12.9,Race/Ethnicity,Hispanic
2017,2017,NM,New Mexico,%,Crude Prevalence,14.2,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,17.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,NV,Nevada,%,Age-adjusted Prevalence,25.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,NY,New York,%,Crude Prevalence,11.4,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,NV,Nevada,%,Crude Prevalence,14.2,Overall,Overall
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,17.9,Overall,Overall
2011,2011,NV,Nevada,%,Age-adjusted Prevalence,26.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,11.7,Race/Ethnicity,Hispanic
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,23.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,NV,Nevada,%,Crude Prevalence,19.9,Gender,Male
2011,2011,NV,Nevada,%,Crude Prevalence,20.2,Gender,Female
2016,2016,NV,Nevada,%,Crude Prevalence,18.9,Gender,Male
2014,2014,NV,Nevada,%,Crude Prevalence,20.2,Gender,Male
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,13.5,Gender,Female
2013,2013,NV,Nevada,%,Crude Prevalence,19.4,Overall,Overall
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,16.9,Overall,Overall
2015,2015,NV,Nevada,%,Crude Prevalence,17.5,Overall,Overall
2018,2018,NV,Nevada,%,Crude Prevalence,14.0,Gender,Female
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,13.7,Race/Ethnicity,Hispanic
2016,2016,NV,Nevada,%,Crude Prevalence,13.7,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,NV,Nevada,%,Crude Prevalence,23.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NV,Nevada,%,Crude Prevalence,14.6,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,14.1,Overall,Overall
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,10.8,Race/Ethnicity,Hispanic
2011,2011,NV,Nevada,%,Crude Prevalence,27.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,NV,Nevada,%,Crude Prevalence,34.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,NV,Nevada,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,NY,New York,%,Age-adjusted Prevalence,11.5,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,15.6,Overall,Overall
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,22.8,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,NV,Nevada,%,Age-adjusted Prevalence,12.8,Race/Ethnicity,Hispanic
2014,2014,NV,Nevada,%,Age-adjusted Prevalence,24.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,NV,Nevada,%,Crude Prevalence,22.6,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,NV,Nevada,%,Crude Prevalence,14.3,Race/Ethnicity,Hispanic
2016,2016,NV,Nevada,%,Age-adjusted Prevalence,33.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,21.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,NV,Nevada,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,11.5,Gender,Female
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,15.5,Gender,Female
2011,2011,NV,Nevada,%,Crude Prevalence,15.5,Race/Ethnicity,Hispanic
2012,2012,NV,Nevada,%,Crude Prevalence,27.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,NV,Nevada,%,Age-adjusted Prevalence,11.8,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,13.9,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NV,Nevada,%,Age-adjusted Prevalence,17.5,Gender,Male
2020,2020,NV,Nevada,%,Crude Prevalence,16.7,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NV,Nevada,%,Age-adjusted Prevalence,19.2,Gender,Male
